"order_id","segment_start_time","segment_end_time","actual_duration","driver_id","sector_id","product_id","quantity","weight"
"1011","13/2/2024 18:08:04","13/2/2024 18:10:56","172","3","2","19","2","627"
"1011","13/2/2024 18:08:04","13/2/2024 18:10:56","172","3","2","31","1","1044"
"1011","13/2/2024 18:08:04","13/2/2024 18:10:56","172","3","2","32","2","1754"
"2143","20/2/2024 14:33:10","20/2/2024 14:36:39","209","3","1","39","1","1743"
"2143","20/2/2024 14:33:10","20/2/2024 14:36:39","209","3","1","47","3","310"
"390","3/2/2024 03:58:42","3/2/2024 04:01:00","138","2","2","25","2","1963"
"390","3/2/2024 03:58:42","3/2/2024 04:01:00","138","2","2","56","1","318"
"390","3/2/2024 03:58:42","3/2/2024 04:01:00","138","2","2","69","3","1020"
"390","3/2/2024 03:58:42","3/2/2024 04:01:00","138","2","2","75","1","397"
"349","4/2/2024 18:51:16","4/2/2024 18:52:10","54","1","2","72","3","1089"
"349","4/2/2024 18:51:16","4/2/2024 18:52:10","54","1","2","81","2","1873"
"349","4/2/2024 18:51:16","4/2/2024 18:52:10","54","1","2","87","1","982"
"570","7/2/2024 09:45:00","7/2/2024 09:46:59","119","2","2","9","2","237"
"570","7/2/2024 09:45:00","7/2/2024 09:46:59","119","2","2","40","2","641"
"392","23/2/2024 08:21:36","23/2/2024 08:22:55","79","1","1","60","2","462"
"614","7/2/2024 04:38:04","7/2/2024 04:43:09","305","4","1","20","2","1974"
"614","7/2/2024 04:38:04","7/2/2024 04:43:09","305","4","1","55","1","1734"
"793","15/2/2024 20:09:19","15/2/2024 20:10:22","63","1","3","11","2","338"
"793","15/2/2024 20:09:19","15/2/2024 20:10:22","63","1","3","39","2","1743"
"793","15/2/2024 20:09:19","15/2/2024 20:10:22","63","1","3","72","3","1089"
"793","15/2/2024 20:09:19","15/2/2024 20:10:22","63","1","3","96","2","464"
"1921","9/2/2024 04:54:23","9/2/2024 04:55:14","51","1","1","92","1","245"
"247","18/2/2024 15:08:43","18/2/2024 15:10:56","133","2","2","9","3","237"
"247","18/2/2024 15:08:43","18/2/2024 15:10:56","133","2","2","63","2","903"
"247","18/2/2024 15:08:43","18/2/2024 15:10:56","133","2","2","66","3","703"
"247","18/2/2024 15:08:43","18/2/2024 15:10:56","133","2","2","82","1","1776"
"1760","12/2/2024 02:42:24","12/2/2024 02:45:52","208","2","3","8","1","1497"
"1760","12/2/2024 02:42:24","12/2/2024 02:45:52","208","2","3","11","2","338"
"1760","12/2/2024 02:42:24","12/2/2024 02:45:52","208","2","3","36","2","273"
"1760","12/2/2024 02:42:24","12/2/2024 02:45:52","208","2","3","94","3","1168"
"1760","12/2/2024 02:42:24","12/2/2024 02:45:52","208","2","3","98","3","1184"
"696","6/2/2024 09:52:26","6/2/2024 09:55:55","209","2","3","49","3","728"
"696","6/2/2024 09:52:26","6/2/2024 09:55:55","209","2","3","66","3","703"
"696","6/2/2024 09:52:26","6/2/2024 09:55:55","209","2","3","74","3","1184"
"696","6/2/2024 09:52:26","6/2/2024 09:55:55","209","2","3","91","2","1428"
"1810","23/2/2024 03:48:38","23/2/2024 03:59:05","627","4","1","60","2","462"
"1810","23/2/2024 03:48:38","23/2/2024 03:59:05","627","4","1","75","3","397"
"1810","23/2/2024 03:48:38","23/2/2024 03:59:05","627","4","1","86","3","670"
"1810","23/2/2024 03:48:38","23/2/2024 03:59:05","627","4","1","91","1","1428"
"143","14/2/2024 02:19:30","14/2/2024 02:23:52","262","2","1","0","2","928"
"143","14/2/2024 02:19:30","14/2/2024 02:23:52","262","2","1","9","1","237"
"143","14/2/2024 02:19:30","14/2/2024 02:23:52","262","2","1","35","1","1454"
"143","14/2/2024 02:19:30","14/2/2024 02:23:52","262","2","1","86","3","670"
"143","14/2/2024 02:19:30","14/2/2024 02:23:52","262","2","1","96","1","464"
"375","20/2/2024 15:33:48","20/2/2024 15:36:34","166","2","1","40","2","641"
"375","20/2/2024 15:33:48","20/2/2024 15:36:34","166","2","1","55","2","1734"
"375","20/2/2024 15:33:48","20/2/2024 15:36:34","166","2","1","75","3","397"
"947","3/2/2024 04:24:22","3/2/2024 04:27:24","182","4","3","60","2","462"
"5","19/2/2024 02:07:03","19/2/2024 02:09:03","120","3","2","23","2","546"
"1564","12/2/2024 15:54:32","12/2/2024 15:59:27","295","3","1","22","1","407"
"1564","12/2/2024 15:54:32","12/2/2024 15:59:27","295","3","1","41","3","1990"
"1564","12/2/2024 15:54:32","12/2/2024 15:59:27","295","3","1","79","2","1599"
"1564","12/2/2024 15:54:32","12/2/2024 15:59:27","295","3","1","92","2","245"
"884","20/2/2024 02:35:27","20/2/2024 02:38:40","193","2","1","37","3","1218"
"884","20/2/2024 02:35:27","20/2/2024 02:38:40","193","2","1","74","2","1184"
"2158","11/2/2024 09:31:31","11/2/2024 09:33:27","116","3","3","67","2","628"
"1143","13/2/2024 20:15:32","13/2/2024 20:16:47","75","2","2","65","1","1830"
"1943","21/2/2024 03:20:17","21/2/2024 03:20:50","33","1","3","35","1","1454"
"1943","21/2/2024 03:20:17","21/2/2024 03:20:50","33","1","3","50","1","497"
"2009","11/2/2024 09:14:13","11/2/2024 09:16:58","165","4","2","69","1","1020"
"1363","21/2/2024 14:58:45","21/2/2024 15:03:55","310","4","3","52","1","1306"
"1363","21/2/2024 14:58:45","21/2/2024 15:03:55","310","4","3","61","2","943"
"1363","21/2/2024 14:58:45","21/2/2024 15:03:55","310","4","3","62","3","429"
"1363","21/2/2024 14:58:45","21/2/2024 15:03:55","310","4","3","72","3","1089"
"1363","21/2/2024 14:58:45","21/2/2024 15:03:55","310","4","3","83","2","851"
"2110","2/2/2024 15:03:35","2/2/2024 15:06:28","173","4","3","43","1","923"
"2110","2/2/2024 15:03:35","2/2/2024 15:06:28","173","4","3","45","2","567"
"2110","2/2/2024 15:03:35","2/2/2024 15:06:28","173","4","3","47","1","310"
"2110","2/2/2024 15:03:35","2/2/2024 15:06:28","173","4","3","61","1","943"
"366","19/2/2024 19:30:07","19/2/2024 19:33:39","212","4","2","37","2","1218"
"366","19/2/2024 19:30:07","19/2/2024 19:33:39","212","4","2","64","1","1956"
"366","19/2/2024 19:30:07","19/2/2024 19:33:39","212","4","2","92","3","245"
"960","11/2/2024 17:16:18","11/2/2024 17:20:35","257","4","3","1","3","1533"
"960","11/2/2024 17:16:18","11/2/2024 17:20:35","257","4","3","4","1","610"
"960","11/2/2024 17:16:18","11/2/2024 17:20:35","257","4","3","27","1","296"
"960","11/2/2024 17:16:18","11/2/2024 17:20:35","257","4","3","88","2","1223"
"960","11/2/2024 17:16:18","11/2/2024 17:20:35","257","4","3","96","2","464"
"2218","19/2/2024 06:03:22","19/2/2024 06:04:31","69","1","3","14","1","189"
"2218","19/2/2024 06:03:22","19/2/2024 06:04:31","69","1","3","35","2","1454"
"2218","19/2/2024 06:03:22","19/2/2024 06:04:31","69","1","3","52","3","1306"
"992","23/2/2024 16:53:43","23/2/2024 16:56:00","137","3","3","5","1","1993"
"992","23/2/2024 16:53:43","23/2/2024 16:56:00","137","3","3","59","2","1779"
"992","23/2/2024 16:53:43","23/2/2024 16:56:00","137","3","3","97","2","761"
"1187","8/2/2024 16:31:33","8/2/2024 16:32:36","63","2","3","95","1","1491"
"1422","4/2/2024 08:06:56","4/2/2024 08:10:18","202","4","3","6","2","629"
"1422","4/2/2024 08:06:56","4/2/2024 08:10:18","202","4","3","88","3","1223"
"287","18/2/2024 05:17:50","18/2/2024 05:24:26","396","4","3","12","3","1447"
"287","18/2/2024 05:17:50","18/2/2024 05:24:26","396","4","3","44","3","1490"
"287","18/2/2024 05:17:50","18/2/2024 05:24:26","396","4","3","96","3","464"
"287","18/2/2024 05:17:50","18/2/2024 05:24:26","396","4","3","97","3","761"
"1112","10/2/2024 20:20:13","10/2/2024 20:23:23","190","3","3","23","2","546"
"1112","10/2/2024 20:20:13","10/2/2024 20:23:23","190","3","3","34","2","1850"
"1112","10/2/2024 20:20:13","10/2/2024 20:23:23","190","3","3","51","2","300"
"1262","23/2/2024 20:41:18","23/2/2024 20:44:47","209","2","1","9","3","237"
"1262","23/2/2024 20:41:18","23/2/2024 20:44:47","209","2","1","86","2","670"
"1262","23/2/2024 20:41:18","23/2/2024 20:44:47","209","2","1","87","2","982"
"1262","23/2/2024 20:41:18","23/2/2024 20:44:47","209","2","1","92","2","245"
"476","15/2/2024 19:57:18","15/2/2024 19:57:18","0","3","3","52","1","1306"
"476","15/2/2024 19:57:18","15/2/2024 19:57:18","0","3","3","59","1","1779"
"476","15/2/2024 19:57:18","15/2/2024 19:57:18","0","3","3","76","1","1273"
"476","15/2/2024 19:57:18","15/2/2024 19:57:18","0","3","3","82","3","1776"
"476","15/2/2024 19:57:18","15/2/2024 19:57:18","0","3","3","94","1","1168"
"841","27/2/2024 16:39:31","27/2/2024 16:39:31","0","2","1","74","2","1184"
"1526","16/2/2024 14:27:46","16/2/2024 14:29:08","82","2","2","54","3","140"
"1526","16/2/2024 14:27:46","16/2/2024 14:29:08","82","2","2","82","1","1776"
"808","16/2/2024 02:27:43","16/2/2024 02:32:45","302","4","2","23","3","546"
"808","16/2/2024 02:27:43","16/2/2024 02:32:45","302","4","2","45","1","567"
"808","16/2/2024 02:27:43","16/2/2024 02:32:45","302","4","2","68","2","1895"
"1294","23/2/2024 04:55:54","23/2/2024 04:58:06","132","2","2","3","3","1120"
"1294","23/2/2024 04:55:54","23/2/2024 04:58:06","132","2","2","15","2","764"
"784","24/2/2024 09:27:23","24/2/2024 09:29:17","114","1","1","35","3","1454"
"784","24/2/2024 09:27:23","24/2/2024 09:29:17","114","1","1","55","1","1734"
"784","24/2/2024 09:27:23","24/2/2024 09:29:17","114","1","1","88","1","1223"
"1129","4/2/2024 18:57:56","4/2/2024 19:05:00","424","4","1","38","2","653"
"1129","4/2/2024 18:57:56","4/2/2024 19:05:00","424","4","1","50","3","497"
"1129","4/2/2024 18:57:56","4/2/2024 19:05:00","424","4","1","77","2","968"
"1129","4/2/2024 18:57:56","4/2/2024 19:05:00","424","4","1","94","2","1168"
"124","11/2/2024 09:34:45","11/2/2024 09:40:28","343","4","2","0","1","928"
"124","11/2/2024 09:34:45","11/2/2024 09:40:28","343","4","2","11","1","338"
"124","11/2/2024 09:34:45","11/2/2024 09:40:28","343","4","2","17","3","1612"
"124","11/2/2024 09:34:45","11/2/2024 09:40:28","343","4","2","27","2","296"
"124","11/2/2024 09:34:45","11/2/2024 09:40:28","343","4","2","83","2","851"
"15","28/2/2024 19:56:54","28/2/2024 19:59:18","144","2","3","16","3","750"
"15","28/2/2024 19:56:54","28/2/2024 19:59:18","144","2","3","17","3","1612"
"15","28/2/2024 19:56:54","28/2/2024 19:59:18","144","2","3","22","2","407"
"15","28/2/2024 19:56:54","28/2/2024 19:59:18","144","2","3","30","2","818"
"15","28/2/2024 19:56:54","28/2/2024 19:59:18","144","2","3","38","1","653"
"435","6/2/2024 03:42:42","6/2/2024 03:42:42","0","1","3","25","2","1963"
"435","6/2/2024 03:42:42","6/2/2024 03:42:42","0","1","3","78","1","257"
"1756","18/2/2024 07:02:56","18/2/2024 07:08:57","361","4","2","15","1","764"
"1756","18/2/2024 07:02:56","18/2/2024 07:08:57","361","4","2","22","3","407"
"1756","18/2/2024 07:02:56","18/2/2024 07:08:57","361","4","2","25","2","1963"
"1756","18/2/2024 07:02:56","18/2/2024 07:08:57","361","4","2","41","1","1990"
"1756","18/2/2024 07:02:56","18/2/2024 07:08:57","361","4","2","72","3","1089"
"1808","3/2/2024 18:28:26","3/2/2024 18:29:38","72","1","3","1","2","1533"
"1808","3/2/2024 18:28:26","3/2/2024 18:29:38","72","1","3","4","3","610"
"1808","3/2/2024 18:28:26","3/2/2024 18:29:38","72","1","3","71","2","1378"
"1808","3/2/2024 18:28:26","3/2/2024 18:29:38","72","1","3","76","3","1273"
"938","11/2/2024 06:50:14","11/2/2024 06:52:24","130","3","3","47","2","310"
"1109","25/2/2024 08:22:22","25/2/2024 08:25:10","168","2","3","35","2","1454"
"1109","25/2/2024 08:22:22","25/2/2024 08:25:10","168","2","3","56","3","318"
"1109","25/2/2024 08:22:22","25/2/2024 08:25:10","168","2","3","63","3","903"
"207","19/2/2024 04:00:11","19/2/2024 04:03:17","186","4","2","23","2","546"
"1535","18/2/2024 05:39:04","18/2/2024 05:42:21","197","4","3","13","1","486"
"1535","18/2/2024 05:39:04","18/2/2024 05:42:21","197","4","3","70","2","1066"
"1470","20/2/2024 15:01:07","20/2/2024 15:03:50","163","2","3","10","1","860"
"1470","20/2/2024 15:01:07","20/2/2024 15:03:50","163","2","3","12","3","1447"
"1470","20/2/2024 15:01:07","20/2/2024 15:03:50","163","2","3","18","1","1997"
"1470","20/2/2024 15:01:07","20/2/2024 15:03:50","163","2","3","24","2","1078"
"1470","20/2/2024 15:01:07","20/2/2024 15:03:50","163","2","3","95","3","1491"
"1082","27/2/2024 07:42:50","27/2/2024 07:47:04","254","3","1","69","2","1020"
"1082","27/2/2024 07:42:50","27/2/2024 07:47:04","254","3","1","70","2","1066"
"1082","27/2/2024 07:42:50","27/2/2024 07:47:04","254","3","1","86","2","670"
"1126","10/2/2024 05:53:42","10/2/2024 05:58:18","276","4","3","36","2","273"
"1126","10/2/2024 05:53:42","10/2/2024 05:58:18","276","4","3","56","1","318"
"1126","10/2/2024 05:53:42","10/2/2024 05:58:18","276","4","3","59","2","1779"
"929","9/2/2024 15:52:10","9/2/2024 15:52:47","37","1","3","12","1","1447"
"929","9/2/2024 15:52:10","9/2/2024 15:52:47","37","1","3","71","1","1378"
"752","9/2/2024 05:07:52","9/2/2024 05:10:43","171","2","2","57","3","1753"
"752","9/2/2024 05:07:52","9/2/2024 05:10:43","171","2","2","60","2","462"
"752","9/2/2024 05:07:52","9/2/2024 05:10:43","171","2","2","82","1","1776"
"752","9/2/2024 05:07:52","9/2/2024 05:10:43","171","2","2","91","3","1428"
"641","1/2/2024 07:44:14","1/2/2024 07:46:29","135","3","2","59","1","1779"
"955","17/2/2024 06:51:00","17/2/2024 06:52:01","61","1","3","6","3","629"
"955","17/2/2024 06:51:00","17/2/2024 06:52:01","61","1","3","9","1","237"
"955","17/2/2024 06:51:00","17/2/2024 06:52:01","61","1","3","77","1","968"
"609","27/2/2024 02:43:11","27/2/2024 02:47:44","273","3","1","46","3","344"
"36","18/2/2024 14:26:54","18/2/2024 14:31:54","300","4","3","17","3","1612"
"36","18/2/2024 14:26:54","18/2/2024 14:31:54","300","4","3","58","3","1220"
"36","18/2/2024 14:26:54","18/2/2024 14:31:54","300","4","3","73","1","1359"
"36","18/2/2024 14:26:54","18/2/2024 14:31:54","300","4","3","96","2","464"
"1691","17/2/2024 20:16:55","17/2/2024 20:19:08","133","2","1","12","1","1447"
"1691","17/2/2024 20:16:55","17/2/2024 20:19:08","133","2","1","87","3","982"
"93","15/2/2024 05:02:54","15/2/2024 05:04:33","99","1","1","15","1","764"
"93","15/2/2024 05:02:54","15/2/2024 05:04:33","99","1","1","42","2","1976"
"93","15/2/2024 05:02:54","15/2/2024 05:04:33","99","1","1","52","1","1306"
"93","15/2/2024 05:02:54","15/2/2024 05:04:33","99","1","1","65","1","1830"
"1511","28/2/2024 16:33:57","28/2/2024 16:35:02","65","1","1","43","1","923"
"1511","28/2/2024 16:33:57","28/2/2024 16:35:02","65","1","1","72","1","1089"
"1179","7/2/2024 02:08:28","7/2/2024 02:11:55","207","3","2","15","1","764"
"1179","7/2/2024 02:08:28","7/2/2024 02:11:55","207","3","2","18","3","1997"
"1179","7/2/2024 02:08:28","7/2/2024 02:11:55","207","3","2","42","1","1976"
"1179","7/2/2024 02:08:28","7/2/2024 02:11:55","207","3","2","53","2","396"
"1179","7/2/2024 02:08:28","7/2/2024 02:11:55","207","3","2","89","1","1478"
"876","10/2/2024 07:16:19","10/2/2024 07:18:11","112","1","3","6","3","629"
"876","10/2/2024 07:16:19","10/2/2024 07:18:11","112","1","3","9","3","237"
"876","10/2/2024 07:16:19","10/2/2024 07:18:11","112","1","3","19","3","627"
"876","10/2/2024 07:16:19","10/2/2024 07:18:11","112","1","3","43","1","923"
"876","10/2/2024 07:16:19","10/2/2024 07:18:11","112","1","3","77","3","968"
"1650","16/2/2024 21:27:43","16/2/2024 21:33:07","324","3","1","20","1","1974"
"1650","16/2/2024 21:27:43","16/2/2024 21:33:07","324","3","1","23","3","546"
"1650","16/2/2024 21:27:43","16/2/2024 21:33:07","324","3","1","53","2","396"
"1650","16/2/2024 21:27:43","16/2/2024 21:33:07","324","3","1","86","3","670"
"51","26/2/2024 21:58:48","26/2/2024 21:59:59","71","1","1","31","2","1044"
"1551","27/2/2024 20:37:25","27/2/2024 20:38:39","74","2","3","62","2","429"
"1551","27/2/2024 20:37:25","27/2/2024 20:37:25","0","2","3","62","2","429"
"598","14/2/2024 18:31:10","14/2/2024 18:32:42","92","1","3","10","3","860"
"598","14/2/2024 18:31:10","14/2/2024 18:32:42","92","1","3","24","2","1078"
"598","14/2/2024 18:31:10","14/2/2024 18:32:42","92","1","3","75","3","397"
"598","14/2/2024 18:31:10","14/2/2024 18:32:42","92","1","3","79","3","1599"
"598","14/2/2024 18:31:10","14/2/2024 18:32:42","92","1","3","84","2","1675"
"148","20/2/2024 14:07:21","20/2/2024 14:08:41","80","2","3","58","2","1220"
"1160","6/2/2024 09:38:29","6/2/2024 09:40:27","118","2","3","13","2","486"
"1160","6/2/2024 09:38:29","6/2/2024 09:40:27","118","2","3","68","3","1895"
"2174","27/2/2024 07:41:12","27/2/2024 07:41:53","41","1","3","56","1","318"
"2174","27/2/2024 07:41:12","27/2/2024 07:41:53","41","1","3","69","2","1020"
"276","7/2/2024 16:22:39","7/2/2024 16:23:27","48","1","3","31","3","1044"
"276","7/2/2024 16:22:39","7/2/2024 16:23:27","48","1","3","63","2","903"
"695","9/2/2024 03:50:43","9/2/2024 03:50:43","0","1","1","13","3","486"
"695","9/2/2024 03:50:43","9/2/2024 03:50:43","0","1","1","29","2","906"
"1297","3/2/2024 07:41:30","3/2/2024 07:45:57","267","4","3","3","2","1120"
"1297","3/2/2024 07:41:30","3/2/2024 07:45:57","267","4","3","7","1","1949"
"1297","3/2/2024 07:41:30","3/2/2024 07:45:57","267","4","3","78","1","257"
"1297","3/2/2024 07:41:30","3/2/2024 07:45:57","267","4","3","82","2","1776"
"1297","3/2/2024 07:41:30","3/2/2024 07:45:57","267","4","3","3","2","1120"
"1297","3/2/2024 07:41:30","3/2/2024 07:45:57","267","4","3","7","1","1949"
"1297","3/2/2024 07:41:30","3/2/2024 07:45:57","267","4","3","78","1","257"
"1297","3/2/2024 07:41:30","3/2/2024 07:45:57","267","4","3","82","2","1776"
"1993","14/2/2024 07:12:02","14/2/2024 07:14:33","151","4","2","17","1","1612"
"1849","2/2/2024 19:53:45","2/2/2024 19:54:42","57","1","2","31","2","1044"
"1849","2/2/2024 19:53:45","2/2/2024 19:54:42","57","1","2","61","2","943"
"1849","2/2/2024 19:53:45","2/2/2024 19:54:42","57","1","2","78","1","257"
"1849","2/2/2024 19:53:45","2/2/2024 19:54:42","57","1","2","88","3","1223"
"1724","4/2/2024 04:39:05","4/2/2024 04:39:51","46","1","3","96","2","464"
"1321","10/2/2024 21:47:13","10/2/2024 21:51:33","260","4","3","18","2","1997"
"1321","10/2/2024 21:47:13","10/2/2024 21:51:33","260","4","3","48","2","256"
"1321","10/2/2024 21:47:13","10/2/2024 21:51:33","260","4","3","56","2","318"
"1321","10/2/2024 21:47:13","10/2/2024 21:51:33","260","4","3","94","2","1168"
"676","23/2/2024 07:45:58","23/2/2024 07:48:50","172","2","1","9","1","237"
"676","23/2/2024 07:45:58","23/2/2024 07:48:50","172","2","1","45","2","567"
"676","23/2/2024 07:45:58","23/2/2024 07:48:50","172","2","1","75","1","397"
"676","23/2/2024 07:45:58","23/2/2024 07:48:50","172","2","1","88","1","1223"
"2101","12/2/2024 14:54:51","12/2/2024 14:57:55","184","4","2","39","3","1743"
"816","14/2/2024 15:54:47","14/2/2024 15:56:52","125","1","1","2","3","833"
"816","14/2/2024 15:54:47","14/2/2024 15:56:52","125","1","1","10","3","860"
"816","14/2/2024 15:54:47","14/2/2024 15:56:52","125","1","1","49","3","728"
"816","14/2/2024 15:54:47","14/2/2024 15:56:52","125","1","1","84","2","1675"
"816","14/2/2024 15:54:47","14/2/2024 15:56:52","125","1","1","86","1","670"
"1588","21/2/2024 05:50:36","21/2/2024 05:51:58","82","2","3","92","1","245"
"58","27/2/2024 14:51:59","27/2/2024 14:53:03","64","1","2","37","1","1218"
"58","27/2/2024 14:51:59","27/2/2024 14:53:03","64","1","2","67","3","628"
"58","27/2/2024 14:51:59","27/2/2024 14:53:03","64","1","2","73","3","1359"
"58","27/2/2024 14:51:59","27/2/2024 14:53:03","64","1","2","99","2","1557"
"791","14/2/2024 07:04:21","14/2/2024 07:07:17","176","3","2","24","1","1078"
"791","14/2/2024 07:04:21","14/2/2024 07:07:17","176","3","2","28","3","1789"
"791","14/2/2024 07:04:21","14/2/2024 07:07:17","176","3","2","41","1","1990"
"1625","22/2/2024 18:22:03","22/2/2024 18:24:50","167","4","3","33","1","1526"
"1625","22/2/2024 18:22:03","22/2/2024 18:24:50","167","4","3","37","3","1218"
"1625","22/2/2024 18:22:03","22/2/2024 18:24:50","167","4","3","69","1","1020"
"1451","2/2/2024 18:18:59","2/2/2024 18:21:47","168","2","3","0","3","928"
"1451","2/2/2024 18:18:59","2/2/2024 18:21:47","168","2","3","6","1","629"
"1451","2/2/2024 18:18:59","2/2/2024 18:21:47","168","2","3","24","3","1078"
"1451","2/2/2024 18:18:59","2/2/2024 18:21:47","168","2","3","61","3","943"
"1451","2/2/2024 18:18:59","2/2/2024 18:21:47","168","2","3","89","2","1478"
"543","24/2/2024 08:49:54","24/2/2024 08:56:56","422","4","3","36","2","273"
"543","24/2/2024 08:49:54","24/2/2024 08:56:56","422","4","3","78","3","257"
"543","24/2/2024 08:49:54","24/2/2024 08:56:56","422","4","3","88","2","1223"
"543","24/2/2024 08:49:54","24/2/2024 08:56:56","422","4","3","89","3","1478"
"543","24/2/2024 08:49:54","24/2/2024 08:56:56","422","4","3","99","2","1557"
"879","12/2/2024 15:12:30","12/2/2024 15:15:48","198","3","3","31","3","1044"
"879","12/2/2024 15:12:30","12/2/2024 15:15:48","198","3","3","76","3","1273"
"879","12/2/2024 15:12:30","12/2/2024 15:15:48","198","3","3","81","3","1873"
"2227","8/2/2024 06:40:01","8/2/2024 06:41:16","75","1","2","27","3","296"
"2227","8/2/2024 06:40:01","8/2/2024 06:41:16","75","1","2","34","2","1850"
"2227","8/2/2024 06:40:01","8/2/2024 06:41:16","75","1","2","38","1","653"
"2227","8/2/2024 06:40:01","8/2/2024 06:41:16","75","1","2","59","1","1779"
"2227","8/2/2024 06:40:01","8/2/2024 06:41:16","75","1","2","62","1","429"
"582","17/2/2024 19:28:05","17/2/2024 19:30:39","154","3","3","6","2","629"
"582","17/2/2024 19:28:05","17/2/2024 19:30:39","154","3","3","63","1","903"
"582","17/2/2024 19:28:05","17/2/2024 19:30:39","154","3","3","72","3","1089"
"1602","7/2/2024 19:55:01","7/2/2024 19:56:01","60","2","2","68","1","1895"
"416","8/2/2024 19:52:04","8/2/2024 19:53:21","77","2","3","57","1","1753"
"2109","11/2/2024 17:32:07","11/2/2024 17:33:52","105","4","3","77","1","968"
"1709","20/2/2024 19:09:32","20/2/2024 19:13:16","224","3","1","29","3","906"
"1709","20/2/2024 19:09:32","20/2/2024 19:13:16","224","3","1","38","2","653"
"1593","18/2/2024 21:19:39","18/2/2024 21:21:34","115","3","2","3","3","1120"
"555","16/2/2024 07:50:02","16/2/2024 07:55:21","319","4","3","13","1","486"
"555","16/2/2024 07:50:02","16/2/2024 07:55:21","319","4","3","18","1","1997"
"555","16/2/2024 07:50:02","16/2/2024 07:55:21","319","4","3","31","3","1044"
"555","16/2/2024 07:50:02","16/2/2024 07:55:21","319","4","3","56","1","318"
"555","16/2/2024 07:50:02","16/2/2024 07:55:21","319","4","3","83","2","851"
"1110","21/2/2024 21:56:46","21/2/2024 21:58:11","85","1","1","27","2","296"
"1110","21/2/2024 21:56:46","21/2/2024 21:58:11","85","1","1","32","1","1754"
"1110","21/2/2024 21:56:46","21/2/2024 21:58:11","85","1","1","58","3","1220"
"1618","26/2/2024 09:43:58","26/2/2024 09:43:58","0","4","3","4","1","610"
"1544","9/2/2024 19:04:00","9/2/2024 19:04:00","0","2","2","57","2","1753"
"1544","9/2/2024 19:04:00","9/2/2024 19:04:00","0","2","2","58","3","1220"
"479","3/2/2024 21:07:20","3/2/2024 21:10:06","166","3","1","54","1","140"
"1186","12/2/2024 16:52:35","12/2/2024 16:56:49","254","4","3","59","3","1779"
"1186","12/2/2024 16:52:35","12/2/2024 16:56:49","254","4","3","82","1","1776"
"1186","12/2/2024 16:52:35","12/2/2024 16:56:49","254","4","3","89","3","1478"
"447","6/2/2024 08:16:49","6/2/2024 08:22:48","359","3","1","6","1","629"
"447","6/2/2024 08:16:49","6/2/2024 08:22:48","359","3","1","13","2","486"
"447","6/2/2024 08:16:49","6/2/2024 08:22:48","359","3","1","27","3","296"
"447","6/2/2024 08:16:49","6/2/2024 08:22:48","359","3","1","44","1","1490"
"447","6/2/2024 08:16:49","6/2/2024 08:22:48","359","3","1","95","1","1491"
"1731","7/2/2024 05:56:26","7/2/2024 06:00:17","231","3","2","17","3","1612"
"1731","7/2/2024 05:56:26","7/2/2024 06:00:17","231","3","2","71","3","1378"
"847","8/2/2024 08:47:49","8/2/2024 08:49:07","78","1","3","4","1","610"
"847","8/2/2024 08:47:49","8/2/2024 08:49:07","78","1","3","28","2","1789"
"847","8/2/2024 08:47:49","8/2/2024 08:49:07","78","1","3","37","1","1218"
"847","8/2/2024 08:47:49","8/2/2024 08:49:07","78","1","3","39","3","1743"
"1665","1/2/2024 17:52:54","1/2/2024 17:54:23","89","2","2","68","1","1895"
"1665","1/2/2024 17:52:54","1/2/2024 17:54:23","89","2","2","82","3","1776"
"1665","1/2/2024 17:52:54","1/2/2024 17:54:23","89","2","2","91","1","1428"
"1705","16/2/2024 19:31:19","16/2/2024 19:38:27","428","4","1","4","3","610"
"1705","16/2/2024 19:31:19","16/2/2024 19:38:27","428","4","1","17","3","1612"
"1705","16/2/2024 19:31:19","16/2/2024 19:38:27","428","4","1","49","1","728"
"1705","16/2/2024 19:31:19","16/2/2024 19:38:27","428","4","1","57","2","1753"
"1705","16/2/2024 19:31:19","16/2/2024 19:38:27","428","4","1","58","1","1220"
"326","6/2/2024 02:59:45","6/2/2024 03:02:51","186","2","2","1","3","1533"
"326","6/2/2024 02:59:45","6/2/2024 03:02:51","186","2","2","10","3","860"
"326","6/2/2024 02:59:45","6/2/2024 03:02:51","186","2","2","25","1","1963"
"326","6/2/2024 02:59:45","6/2/2024 03:02:51","186","2","2","88","3","1223"
"1001","12/2/2024 17:37:57","12/2/2024 17:41:42","225","4","2","32","1","1754"
"1001","12/2/2024 17:37:57","12/2/2024 17:41:42","225","4","2","49","3","728"
"1001","12/2/2024 17:37:57","12/2/2024 17:41:42","225","4","2","66","2","703"
"1016","7/2/2024 02:49:56","7/2/2024 02:51:43","107","1","3","4","3","610"
"1016","7/2/2024 02:49:56","7/2/2024 02:51:43","107","1","3","13","3","486"
"1016","7/2/2024 02:49:56","7/2/2024 02:51:43","107","1","3","19","1","627"
"1016","7/2/2024 02:49:56","7/2/2024 02:51:43","107","1","3","47","3","310"
"1016","7/2/2024 02:49:56","7/2/2024 02:51:43","107","1","3","94","2","1168"
"1689","22/2/2024 14:57:31","22/2/2024 14:58:19","48","1","3","47","1","310"
"1689","22/2/2024 14:57:31","22/2/2024 14:58:19","48","1","3","63","1","903"
