"order_id","segment_type","czas_dostawy"
"81","STOP","212"
"1754","STOP","299"
"768","STOP","108"
"585","STOP","342"
"65","STOP","198"
"644","STOP","63"
"896","STOP","158"
"1959","STOP","158"
"397","STOP","230"
"1702","STOP","56"
"1438","STOP","164"
"312","STOP","83"
"1605","STOP","166"
"1395","STOP","175"
"566","STOP","0"
"1212","STOP","107"
"1937","STOP","154"
"1653","STOP","62"
"85","STOP","106"
"958","STOP","146"
"787","STOP","280"
"363","STOP","0"
"1599","STOP","309"
"2170","STOP","93"
"1004","STOP","61"
"332","STOP","67"
"2123","STOP","235"
"1729","STOP","99"
"1782","STOP","129"
"1305","STOP","343"
"767","STOP","0"
"1617","STOP","407"
"1353","STOP","30"
"842","STOP","0"
"1256","STOP","92"
"799","STOP","80"
"1237","STOP","203"
"817","STOP","239"
"1569","STOP","87"
"576","STOP","0"
"217","STOP","122"
"251","STOP","156"
"2162","STOP","0"
"218","STOP","0"
"824","STOP","108"
"1014","STOP","212"
"1051","STOP","375"
"2195","STOP","112"
"1385","STOP","70"
"1757","STOP","65"
"1103","STOP","134"
"1819","STOP","138"
"1157","STOP","205"
"1328","STOP","331"
"52","STOP","298"
"1482","STOP","180"
"313","STOP","420"
"1466","STOP","192"
"1376","STOP","106"
"185","STOP","215"
"1818","STOP","38"
"763","STOP","300"
"2167","STOP","71"
"1742","STOP","238"
"1336","STOP","356"
"1692","STOP","242"
"1587","STOP","54"
"2133","STOP","110"
"2102","STOP","46"
"1796","STOP","133"
"1548","STOP","256"
"1039","STOP","95"
"208","STOP","0"
"451","STOP","289"
"142","STOP","209"
"1737","STOP","148"
"829","STOP","171"
"921","STOP","0"
"1791","STOP","68"
"1507","STOP","104"
"1462","STOP","243"
"569","STOP","188"
"1263","STOP","255"
"864","STOP","81"
"1078","STOP","171"
"973","STOP","95"
"883","STOP","185"
"1166","STOP","72"
"2219","STOP","153"
"2111","STOP","148"
"2018","STOP","14465"
"613","STOP","161"
"523","STOP","160"
"1885","STOP","91"
"1236","STOP","67"
"1150","STOP","174"
"911","STOP","175"
"1563","STOP","222"
"1330","STOP","155"
"69","STOP","282"
"1683","STOP","259"
"802","STOP","165"
"1942","STOP","59"
"1335","STOP","142"
"2081","STOP","38"
"1226","STOP","73"
"1826","STOP","45"
"32","STOP","68"
"444","STOP","240"
"1455","STOP","176"
"101","STOP","149"
"1795","STOP","217"
"2007","STOP","36"
"665","STOP","185"
"1645","STOP","201"
"2203","STOP","144"
"1554","STOP","43"
"94","STOP","222"
"1333","STOP","277"
"244","STOP","160"
"244","STOP","160"
"741","STOP","66"
"33","STOP","300"
"127","STOP","691"
"1882","STOP","110"
"442","STOP","41"
"1561","STOP","184"
"606","STOP","76"
"1244","STOP","83"
"1869","STOP","37"
"1798","STOP","0"
"1786","STOP","312"
"977","STOP","14943"
"662","STOP","207"
"2154","STOP","180"
"450","STOP","87"
"587","STOP","67"
"448","STOP","54"
"154","STOP","202"
"1856","STOP","320"
"689","STOP","194"
"1445","STOP","119"
"1947","STOP","346"
"2037","STOP","-88"
"1198","STOP","114"
"1434","STOP","133"
"1104","STOP","396"
"591","STOP","478"
"1570","STOP","47"
"470","STOP","442"
"1840","STOP","230"
"978","STOP","76"
"1477","STOP","0"
"1116","STOP","47"
"2239","STOP","225"
"1521","STOP","148"
"819","STOP","77"
"24","STOP","407"
"1094","STOP","83"
"949","STOP","149"
"1368","STOP","116"
"1651","STOP","133"
"22","STOP","284"
"539","STOP","315"
"1884","STOP","98"
"682","STOP","154"
"1809","STOP","50"
"759","STOP","302"
"1506","STOP","383"
"1688","STOP","0"
"1494","STOP","384"
"215","STOP","446"
"2106","STOP","249"
"174","STOP","72"
"1038","STOP","156"
"99","STOP","163"
"1870","STOP","198"
"139","STOP","53"
"1062","STOP","0"
"1223","STOP","38"
"1254","STOP","40"
"1592","STOP","188"
"1662","STOP","71"
"762","STOP","128"
"1925","STOP","239"
"1977","STOP","264"
"1745","STOP","0"
"909","STOP","225"
"176","STOP","202"
"619","STOP","61"
"1530","STOP","316"
"1765","STOP","57"
"747","STOP","52"
"481","STOP","200"
"1907","STOP","58"
"168","STOP","457"
"346","STOP","231"
"1834","STOP","14533"
"415","STOP","124"
"193","STOP","170"
"1178","STOP","0"
"806","STOP","0"
"748","STOP","129"
"1071","STOP","136"
"777","STOP","132"
"820","STOP","263"
"2031","STOP","86"
"544","STOP","144"
"852","STOP","408"
"293","STOP","126"
"1411","STOP","125"
"1525","STOP","310"
"1697","STOP","72"
"1560","STOP","202"
"1467","STOP","83"
"912","STOP","122"
"498","STOP","80"
"2236","STOP","252"
"1964","STOP","231"
"795","STOP","67"
"1444","STOP","390"
"1324","STOP","142"
"536","STOP","60"
"714","STOP","42"
"105","STOP","194"
"456","STOP","125"
"2235","STOP","358"
"1572","STOP","0"
"2077","STOP","36"
"317","STOP","221"
"1202","STOP","138"
"1973","STOP","112"
"1827","STOP","239"
"1018","STOP","257"
"130","STOP","70"
"925","STOP","381"
"407","STOP","226"
"2190","STOP","693"
"1238","STOP","43"
"1642","STOP","217"
"575","STOP","48"
"1107","STOP","48"
"1252","STOP","419"
"1917","STOP","93"
"843","STOP","205"
"1596","STOP","341"
"166","STOP","122"
"2126","STOP","120"
"593","STOP","337"
"1041","STOP","74"
"1788","STOP","278"
"2231","STOP","160"
"1846","STOP","258"
"445","STOP","96"
"2010","STOP","159"
"1463","STOP","223"
"674","STOP","207"
"90","STOP","355"
"57","STOP","170"
"1865","STOP","180"
"1533","STOP","389"
"1185","STOP","296"
"537","STOP","139"
"675","STOP","234"
"129","STOP","143"
"1910","STOP","45"
"656","STOP","100"
"1222","STOP","128"
"625","STOP","95"
"1005","STOP","620"
"1658","STOP","90"
"2014","STOP","141"
"1763","STOP","356"
"785","STOP","291"
"2005","STOP","256"
"895","STOP","189"
"1739","STOP","507"
"221","STOP","165"
"2054","STOP","174"
"1055","STOP","296"
"742","STOP","507"
"937","STOP","180"
"1722","STOP","0"
"1439","STOP","139"
"803","STOP","268"
"1080","STOP","136"
"2042","STOP","280"
"1138","STOP","234"
"699","STOP","234"
"311","STOP","0"
"1634","STOP","346"
"964","STOP","114"
"1740","STOP","99"
"1723","STOP","293"
"538","STOP","289"
"595","STOP","587"
"418","STOP","122"
"102","STOP","272"
"1641","STOP","79"
"1069","STOP","89"
"1501","STOP","332"
"321","STOP","89"
"1280","STOP","171"
"2142","STOP","136"
"302","STOP","417"
"1505","STOP","40"
"755","STOP","272"
"549","STOP","159"
"1449","STOP","487"
"405","STOP","64"
"1784","STOP","250"
"550","STOP","64"
"744","STOP","262"
"1877","STOP","209"
"2192","STOP","281"
"446","STOP","116"
"2063","STOP","115"
"2156","STOP","300"
"2220","STOP","124"
"863","STOP","138"
"919","STOP","92"
"258","STOP","214"
"1287","STOP","220"
"1972","STOP","136"
"1128","STOP","74"
"936","STOP","57"
"1510","STOP","62"
"1189","STOP","104"
"1963","STOP","74"
"904","STOP","277"
"1204","STOP","124"
"1758","STOP","261"
"292","STOP","0"
"1644","STOP","136"
"53","STOP","78"
"1639","STOP","140"
"2088","STOP","150"
"1616","STOP","177"
"199","STOP","-273"
"160","STOP","251"
"708","STOP","146"
"995","STOP","304"
"116","STOP","137"
"1412","STOP","199"
"1084","STOP","290"
"622","STOP","40"
"1207","STOP","0"
"1013","STOP","231"
"201","STOP","258"
"633","STOP","130"
"726","STOP","217"
"2024","STOP","322"
"825","STOP","53"
"1664","STOP","146"
"730","STOP","81"
"1221","STOP","201"
"688","STOP","242"
"1839","STOP","191"
"861","STOP","98"
"1127","STOP","116"
"531","STOP","285"
"1559","STOP","74"
"769","STOP","121"
"1615","STOP","135"
"1414","STOP","87"
"1753","STOP","0"
"2211","STOP","56"
"527","STOP","136"
"600","STOP","243"
"2189","STOP","217"
"1089","STOP","201"
"1276","STOP","0"
"2100","STOP","291"
"1019","STOP","81"
"1649","STOP","168"
"578","STOP","318"
"547","STOP","329"
"731","STOP","53"
"855","STOP","112"
"889","STOP","377"
"630","STOP","330"
"145","STOP","191"
"1621","STOP","455"
"1631","STOP","84"
"1405","STOP","58"
"1871","STOP","254"
"2173","STOP","102"
"2055","STOP","520"
"586","STOP","174"
"1401","STOP","221"
"192","STOP","0"
"1266","STOP","44"
"1015","STOP","269"
"6","STOP","43"
"110","STOP","202"
"153","STOP","150"
"1528","STOP","76"
"455","STOP","73"
"494","STOP","504"
"1667","STOP","276"
"136","STOP","71"
"1399","STOP","94"
"1546","STOP","120"
"838","STOP","291"
"1334","STOP","123"
"653","STOP","101"
"1800","STOP","337"
"922","STOP","166"
"1096","STOP","150"
"716","STOP","66"
"1119","STOP","152"
"2114","STOP","164"
"1293","STOP","113"
"2228","STOP","215"
"248","STOP","63"
"942","STOP","79"
"412","STOP","223"
"1136","STOP","64"
"463","STOP","414"
"228","STOP","313"
"1243","STOP","146"
"2001","STOP","466"
"512","STOP","118"
"1010","STOP","213"
"361","STOP","152"
"2076","STOP","63"
"1167","STOP","103"
"1682","STOP","230"
"540","STOP","187"
"2086","STOP","177"
"1868","STOP","232"
"256","STOP","0"
"2082","STOP","0"
"1881","STOP","0"
"1050","STOP","211"
"634","STOP","222"
"1720","STOP","14738"
"1183","STOP","75"
"1192","STOP","196"
"1309","STOP","203"
"780","STOP","223"
"341","STOP","315"
"2201","STOP","71"
"1755","STOP","198"
"103","STOP","381"
"899","STOP","289"
"1049","STOP","149"
"1638","STOP","191"
"2049","STOP","0"
"1600","STOP","77"
"687","STOP","49"
"1021","STOP","349"
"1843","STOP","65"
"1996","STOP","0"
"1673","STOP","197"
"419","STOP","84"
"2177","STOP","342"
"359","STOP","386"
"1372","STOP","61"
"917","STOP","87"
"464","STOP","114"
"1524","STOP","182"
"327","STOP","141"
"1148","STOP","147"
"1944","STOP","109"
"171","STOP","144"
"1193","STOP","113"
"1234","STOP","104"
"736","STOP","194"
"1542","STOP","130"
"1371","STOP","276"
"2025","STOP","145"
"1344","STOP","309"
"1852","STOP","34"
"1200","STOP","248"
"2104","STOP","263"
"1628","STOP","49"
"1623","STOP","365"
"749","STOP","236"
"1924","STOP","120"
"1355","STOP","124"
"1002","STOP","135"
"26","STOP","0"
"1152","STOP","447"
"971","STOP","411"
"1350","STOP","88"
"2165","STOP","274"
"1814","STOP","167"
"1908","STOP","401"
"47","STOP","199"
"19","STOP","112"
"1231","STOP","153"
"939","STOP","158"
"671","STOP","76"
"1130","STOP","0"
"2223","STOP","229"
"1265","STOP","228"
"1538","STOP","159"
"1475","STOP","242"
"1900","STOP","485"
"264","STOP","174"
"605","STOP","168"
"1776","STOP","76"
"972","STOP","94"
"962","STOP","121"
"558","STOP","368"
"717","STOP","92"
"284","STOP","59"
"133","STOP","294"
"988","STOP","0"
"737","STOP","228"
"1042","STOP","163"
"1378","STOP","429"
"2144","STOP","157"
"573","STOP","174"
"892","STOP","100"
"638","STOP","132"
"1904","STOP","297"
"954","STOP","197"
"1484","STOP","251"
"1751","STOP","55"
"315","STOP","91"
"1613","STOP","118"
"1099","STOP","91"
"1035","STOP","319"
"522","STOP","75"
"1424","STOP","557"
"1612","STOP","174"
"652","STOP","245"
"807","STOP","0"
"28","STOP","51"
"436","STOP","148"
"2074","STOP","160"
"146","STOP","144"
"14","STOP","297"
"903","STOP","304"
"1734","STOP","207"
"571","STOP","289"
"984","STOP","512"
"666","STOP","-303"
"123","STOP","166"
"1532","STOP","68"
"270","STOP","137"
"2117","STOP","0"
"1971","STOP","251"
"887","STOP","356"
"379","STOP","280"
"2004","STOP","178"
"1274","STOP","69"
"517","STOP","331"
"393","STOP","69"
"1552","STOP","161"
"1565","STOP","14511"
"1861","STOP","211"
"478","STOP","147"
"1070","STOP","257"
"306","STOP","69"
"1105","STOP","44"
"1902","STOP","231"
"772","STOP","0"
"1095","STOP","116"
"648","STOP","201"
"1468","STOP","38"
"2157","STOP","0"
"635","STOP","253"
"1000","STOP","42"
"1326","STOP","168"
"1086","STOP","149"
"180","STOP","242"
"1447","STOP","559"
"1227","STOP","128"
"1894","STOP","130"
"197","STOP","212"
"1269","STOP","58"
"751","STOP","56"
"60","STOP","14455"
"1387","STOP","189"
"2202","STOP","194"
"1153","STOP","387"
"1513","STOP","546"
"738","STOP","0"
"173","STOP","158"
"1315","STOP","66"
"1700","STOP","0"
"2096","STOP","26"
"535","STOP","199"
"308","STOP","123"
"1923","STOP","208"
"29","STOP","291"
"427","STOP","162"
"400","STOP","79"
"1211","STOP","395"
"956","STOP","105"
"2038","STOP","0"
"269","STOP","174"
"1419","STOP","148"
"761","STOP","197"
"1258","STOP","139"
"2184","STOP","514"
"2199","STOP","88"
"194","STOP","191"
"1575","STOP","238"
"225","STOP","197"
"70","STOP","94"
"1343","STOP","92"
"2058","STOP","382"
"1903","STOP","90"
"1498","STOP","367"
"740","STOP","336"
"387","STOP","30"
"1491","STOP","42"
"946","STOP","77"
"449","STOP","42"
"1514","STOP","533"
"466","STOP","170"
"362","STOP","61"
"1365","STOP","46"
"59","STOP","145"
"1180","STOP","121"
"350","STOP","238"
"1954","STOP","237"
"584","STOP","237"
"1125","STOP","36"
"1675","STOP","327"
"440","STOP","268"
"422","STOP","106"
"254","STOP","177"
"67","STOP","77"
"623","STOP","143"
"581","STOP","84"
"1407","STOP","192"
"1064","STOP","151"
"691","STOP","101"
"968","STOP","262"
"1346","STOP","58"
"437","STOP","179"
"1416","STOP","147"
"1845","STOP","63"
"2132","STOP","138"
"46","STOP","266"
"2224","STOP","0"
"812","STOP","426"
"1549","STOP","65"
"1443","STOP","178"
"1121","STOP","209"
"1162","STOP","146"
"1233","STOP","130"
"112","STOP","183"
"2091","STOP","122"
"1717","STOP","118"
"753","STOP","84"
"323","STOP","298"
"786","STOP","273"
"384","STOP","199"
"2181","STOP","230"
"854","STOP","227"
"997","STOP","144"
"1858","STOP","128"
"263","STOP","113"
"1832","STOP","559"
"406","STOP","144"
"305","STOP","284"
"1292","STOP","95"
"40","STOP","127"
"1063","STOP","277"
"299","STOP","76"
"297","STOP","48"
"1909","STOP","149"
"1918","STOP","172"
"1184","STOP","208"
"1960","STOP","43"
"1400","STOP","356"
"1481","STOP","76"
"1472","STOP","242"
"82","STOP","71"
"583","STOP","331"
"213","STOP","151"
"21","STOP","597"
"2163","STOP","113"
"1452","STOP","311"
"503","STOP","0"
"1637","STOP","148"
"1081","STOP","56"
"1495","STOP","331"
"918","STOP","71"
"411","STOP","297"
"1766","STOP","41"
"1314","STOP","267"
"1085","STOP","107"
"607","STOP","305"
"84","STOP","197"
"567","STOP","52"
"1872","STOP","551"
"1540","STOP","78"
"534","STOP","143"
"426","STOP","103"
"826","STOP","135"
"1091","STOP","190"
"262","STOP","206"
"513","STOP","293"
"513","STOP","293"
"906","STOP","490"
"2168","STOP","35"
"356","STOP","114"
"860","STOP","235"
"1057","STOP","323"
"873","STOP","0"
"1402","STOP","144"
"395","STOP","127"
"424","STOP","276"
"261","STOP","128"
"1102","STOP","129"
"1208","STOP","348"
"1975","STOP","28"
"177","STOP","241"
"1896","STOP","233"
"1896","STOP","233"
"526","STOP","52"
"98","STOP","186"
"1307","STOP","89"
"165","STOP","297"
"1913","STOP","173"
"557","STOP","354"
"438","STOP","306"
"999","STOP","267"
"2214","STOP","75"
"2061","STOP","178"
"1058","STOP","80"
"1967","STOP","40"
"2015","STOP","124"
"441","STOP","195"
"646","STOP","231"
"184","STOP","314"
"1901","STOP","143"
"72","STOP","249"
"243","STOP","145"
"2112","STOP","76"
"2112","STOP","76"
"706","STOP","55"
"810","STOP","150"
"1131","STOP","103"
"1008","STOP","347"
"2003","STOP","39"
"2139","STOP","371"
"732","STOP","238"
"589","STOP","144"
"985","STOP","0"
"118","STOP","169"
"1065","STOP","110"
"1888","STOP","441"
"651","STOP","109"
"1366","STOP","52"
"845","STOP","222"
"1022","STOP","345"
"757","STOP","133"
"257","STOP","173"
"893","STOP","136"
"1761","STOP","133"
"1568","STOP","347"
"681","STOP","236"
"172","STOP","81"
"458","STOP","34"
"339","STOP","148"
"1433","STOP","93"
"1246","STOP","221"
"1787","STOP","64"
"181","STOP","48"
"849","STOP","111"
"1442","STOP","64"
"86","STOP","77"
"506","STOP","0"
"1299","STOP","196"
"1122","STOP","283"
"764","STOP","0"
"289","STOP","116"
"647","STOP","146"
"647","STOP","146"
"345","STOP","49"
"374","STOP","144"
"1747","STOP","111"
"1133","STOP","221"
"210","STOP","74"
"368","STOP","311"
"1338","STOP","216"
"209","STOP","276"
"1473","STOP","170"
"1261","STOP","232"
"2159","STOP","120"
"430","STOP","434"
"981","STOP","552"
"1027","STOP","65"
"1043","STOP","46"
"1831","STOP","197"
"1929","STOP","158"
"1106","STOP","61"
"866","STOP","450"
"1290","STOP","210"
"658","STOP","87"
"1696","STOP","56"
"590","STOP","130"
"159","STOP","270"
"114","STOP","54"
"901","STOP","346"
"1240","STOP","114"
"241","STOP","164"
"1536","STOP","103"
"1275","STOP","98"
"779","STOP","166"
"637","STOP","192"
"485","STOP","349"
"333","STOP","212"
"490","STOP","131"
"2051","STOP","109"
"1492","STOP","64"
"1770","STOP","259"
"872","STOP","379"
"423","STOP","199"
"1566","STOP","160"
"141","STOP","150"
"183","STOP","308"
"1329","STOP","241"
"1291","STOP","71"
"1282","STOP","310"
"431","STOP","260"
"776","STOP","75"
"492","STOP","224"
"402","STOP","446"
"1728","STOP","290"
"2065","STOP","255"
"2044","STOP","127"
"867","STOP","79"
"1172","STOP","72"
"1288","STOP","218"
"1672","STOP","42"
"1636","STOP","223"
"1271","STOP","291"
"684","STOP","138"
"2210","STOP","290"
"122","STOP","153"
"2020","STOP","138"
"1176","STOP","49"
"1503","STOP","75"
"1450","STOP","213"
"994","STOP","235"
"951","STOP","414"
"1643","STOP","150"
"1320","STOP","145"
"616","STOP","151"
"1687","STOP","14445"
"314","STOP","0"
"1815","STOP","59"
"1986","STOP","212"
"1838","STOP","59"
"1285","STOP","102"
"1181","STOP","248"
"624","STOP","52"
"525","STOP","371"
"1379","STOP","82"
"1983","STOP","0"
"1033","STOP","145"
"480","STOP","0"
"1340","STOP","71"
"1712","STOP","103"
"1961","STOP","50"
"1995","STOP","142"
"926","STOP","0"
"2233","STOP","71"
"465","STOP","188"
"729","STOP","125"
"790","STOP","164"
"63","STOP","0"
"249","STOP","107"
"1076","STOP","379"
"559","STOP","119"
"126","STOP","103"
"399","STOP","264"
"1083","STOP","284"
"1594","STOP","38"
"1803","STOP","216"
"886","STOP","0"
"996","STOP","168"
"309","STOP","147"
"2067","STOP","186"
"1149","STOP","201"
"528","STOP","170"
"1218","STOP","485"
"1453","STOP","74"
"1171","STOP","255"
"1863","STOP","87"
"1699","STOP","83"
"1699","STOP","83"
"801","STOP","293"
"1933","STOP","56"
"1362","STOP","134"
"156","STOP","102"
"310","STOP","190"
"1652","STOP","300"
"1847","STOP","0"
"1420","STOP","137"
"342","STOP","169"
"488","STOP","102"
"1456","STOP","60"
"2078","STOP","76"
"1607","STOP","42"
"1589","STOP","97"
"420","STOP","79"
"1311","STOP","321"
"765","STOP","268"
"1873","STOP","67"
"1369","STOP","252"
"686","STOP","0"
"1098","STOP","315"
"2079","STOP","14547"
"910","STOP","235"
"976","STOP","179"
"1562","STOP","66"
"775","STOP","209"
"2080","STOP","70"
"2115","STOP","116"
"1108","STOP","113"
"1140","STOP","352"
"1976","STOP","83"
"31","STOP","191"
"1123","STOP","200"
"403","STOP","132"
"2012","STOP","0"
"1509","STOP","93"
"572","STOP","149"
"1950","STOP","60"
"2030","STOP","272"
"957","STOP","215"
"252","STOP","149"
"1541","STOP","249"
"564","STOP","137"
"1373","STOP","547"
"1879","STOP","280"
"2053","STOP","119"
